Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day)
HP011,B66155,2025-05-10,2026-11-01,2131,64.67
HP007,B55895,2023-12-19,2025-06-11,2340,10.47
HP005,B62038,2024-03-25,2025-09-16,1129,50.82
HP003,B38463,2024-12-13,2026-06-06,2425,54.22
HP007,B52879,2024-04-05,2025-04-05,2920,37.95
HP007,B14685,2025-06-05,2026-06-05,2767,29.11
HP006,B98931,2025-02-19,2027-02-19,108,42.09
HP009,B13501,2024-10-06,2025-10-06,1534,24.28
HP012,B61359,2024-06-12,2025-06-12,3465,8.71
HP002,B34179,2023-05-30,2025-05-29,3726,7.62
HP005,B85542,2023-05-06,2024-05-05,1299,17.81
HP008,B76518,2024-04-11,2025-04-11,216,29.54
HP001,B84203,2024-07-22,2025-01-18,1968,38.38
HP011,B74556,2024-08-11,2026-08-11,2141,57.54
HP001,B88957,2025-01-07,2025-07-06,2015,44.48
HP010,B60788,2024-03-26,2026-03-26,3245,16.31
HP004,B55100,2023-05-15,2024-05-14,1261,64.89
HP001,B75486,2024-01-28,2025-01-27,1107,7.6
HP012,B60073,2024-08-02,2025-01-29,1268,46.29
HP005,B31215,2025-05-08,2026-10-30,1122,3.61
HP003,B58276,2023-09-14,2025-03-07,2420,37.35
HP002,B61043,2023-08-01,2024-07-31,1530,29.96
HP002,B41708,2023-07-20,2024-07-19,3327,59.86
HP006,B52225,2023-05-26,2025-05-25,1211,15.51
HP008,B69153,2024-09-10,2025-09-10,4917,40.52
HP003,B76432,2023-03-15,2024-09-05,3108,50.5
HP002,B86426,2023-06-21,2024-06-20,552,36.18
HP007,B62173,2023-04-17,2025-04-16,2554,68.66
HP007,B30433,2024-04-18,2025-10-10,2532,11.81
HP007,B76249,2023-09-04,2025-09-03,1633,17.5
HP001,B60192,2025-05-14,2025-11-10,3495,9.04
HP001,B21634,2023-06-25,2024-06-24,2667,65.71
HP005,B10563,2025-01-14,2026-07-08,4854,21.88
HP003,B73374,2023-02-13,2025-02-12,2441,40.04
HP004,B69113,2023-08-08,2025-01-29,1187,13.01
HP008,B11738,2024-05-24,2025-11-15,576,7.41
HP004,B48818,2025-03-12,2026-03-12,1579,68.63
HP003,B25018,2024-07-30,2026-07-30,950,48.74
HP009,B26958,2023-10-11,2024-04-08,2485,60.71
HP012,B51296,2025-04-25,2025-10-22,3474,54.99
HP011,B40422,2023-06-16,2024-12-07,3597,8.0
HP008,B80569,2023-05-10,2024-10-31,4741,1.82
HP008,B98803,2024-01-16,2025-07-09,3923,54.63
HP012,B60847,2023-05-02,2024-05-01,4419,68.37
HP001,B47664,2023-03-03,2023-08-30,4725,22.58
HP010,B43770,2024-02-15,2025-02-14,4750,1.45
HP007,B68404,2023-01-09,2024-07-02,4617,17.81
HP007,B70814,2023-11-20,2025-11-19,697,2.93
HP002,B29583,2023-01-05,2024-01-05,434,69.16
HP001,B87379,2025-01-06,2025-07-05,929,57.13
HP006,B25569,2024-05-11,2025-05-11,2255,39.79
HP010,B89521,2024-05-03,2026-05-03,4268,52.23
HP006,B44948,2024-07-26,2026-07-26,2348,49.77
HP011,B98814,2024-02-15,2025-02-14,3514,56.61
HP012,B33839,2024-06-22,2025-06-22,3224,64.58
HP004,B75816,2023-09-12,2024-09-11,4100,63.48
HP007,B67646,2024-11-21,2025-11-21,512,19.6
HP010,B23350,2023-03-05,2025-03-04,2231,22.46
HP011,B49755,2025-02-10,2026-08-04,1926,12.0
HP002,B95669,2023-06-18,2024-06-17,2541,22.97
HP008,B18670,2024-07-29,2026-07-29,3057,48.84
HP011,B71007,2024-11-28,2026-05-22,1296,56.3
HP012,B45760,2025-04-13,2025-10-10,3123,19.5
HP003,B36825,2025-02-28,2027-02-28,1500,15.73
HP002,B75015,2025-04-26,2026-04-26,1091,69.87
HP004,B98960,2023-05-16,2024-11-06,2837,59.73
HP001,B72921,2024-04-13,2024-10-10,640,25.84
HP007,B67567,2023-06-11,2024-12-02,945,17.25
HP010,B59086,2024-09-17,2026-09-17,4144,53.15
HP004,B77997,2025-05-27,2027-05-27,3781,31.71
HP006,B19000,2024-12-07,2025-12-07,4151,69.74
HP008,B40231,2023-06-21,2024-12-12,303,62.94
HP005,B87407,2024-09-29,2025-09-29,1355,14.16
HP004,B99137,2023-02-28,2024-02-28,1123,31.14
HP007,B94096,2025-03-31,2027-03-31,1677,60.13
HP003,B67126,2023-03-15,2024-03-14,1270,11.5
HP010,B82308,2024-04-29,2025-04-29,3992,61.88
HP001,B52989,2024-09-03,2025-03-02,333,63.99
HP001,B18167,2023-03-28,2024-03-27,1634,56.42
HP006,B95410,2024-02-11,2026-02-10,285,52.33
HP003,B15653,2023-06-26,2025-06-25,2015,52.53
HP006,B89025,2025-06-03,2026-06-03,3411,49.29
HP010,B20437,2023-09-20,2025-03-13,4885,66.09
HP011,B66059,2024-03-03,2025-03-03,1873,46.71
HP005,B12083,2024-09-22,2026-03-16,4985,58.23
HP012,B18397,2024-09-20,2025-03-19,2888,57.15
HP001,B82263,2023-11-10,2024-11-09,1882,28.66
HP002,B24319,2023-07-20,2025-01-10,3664,4.08
HP005,B44210,2023-11-13,2025-11-12,2833,51.1
HP007,B48548,2025-01-16,2027-01-16,528,12.43
HP012,B71686,2025-03-23,2025-09-19,3766,57.74
HP001,B31797,2023-03-05,2024-03-04,3090,11.04
HP003,B95873,2024-11-11,2026-11-11,2319,20.3
HP003,B53134,2024-04-28,2025-10-20,2382,7.22
HP001,B76642,2023-10-11,2024-10-10,913,65.78
HP005,B30738,2025-04-22,2026-04-22,1365,32.82
HP012,B37378,2025-04-20,2025-10-17,2910,64.73
HP005,B12701,2023-04-07,2024-09-28,4040,53.97
HP012,B19584,2023-09-26,2024-09-25,2852,39.77
HP009,B41225,2025-03-25,2025-09-21,258,53.14
HP010,B45995,2024-12-28,2026-06-21,4331,15.86
HP004,B73116,2025-03-28,2026-09-19,2095,19.62
HP009,B14156,2023-03-28,2023-09-24,4264,57.64
HP004,B58925,2023-12-28,2024-12-27,825,53.92
HP006,B47068,2024-01-22,2026-01-21,1360,7.55
HP009,B42205,2024-05-10,2025-05-10,3628,67.04
HP009,B74675,2023-08-31,2024-02-27,3372,56.8
HP003,B12858,2024-09-09,2025-09-09,3647,54.29
HP003,B52117,2023-06-17,2024-06-16,4699,41.88
HP001,B10562,2023-05-03,2023-10-30,1447,66.82
HP009,B55228,2024-01-31,2024-07-29,3623,40.96
HP011,B96069,2025-06-18,2027-06-18,3134,32.27
HP007,B82114,2023-05-22,2025-05-21,2225,23.78
HP001,B19973,2024-12-19,2025-12-19,2754,69.04
HP007,B79999,2023-05-12,2024-11-02,3192,28.89
HP006,B89982,2025-05-04,2026-10-26,406,39.03
HP012,B81028,2024-11-23,2025-11-23,4275,45.54
HP002,B37470,2024-05-08,2025-10-30,1043,2.95
HP004,B65838,2024-07-21,2025-07-21,3600,24.9
HP009,B44019,2025-04-18,2026-04-18,3075,42.08
HP010,B81250,2024-09-30,2026-03-24,4431,14.65
HP004,B15378,2024-08-27,2026-08-27,76,62.01
HP006,B84473,2025-06-08,2026-06-08,4415,5.92
HP009,B92957,2023-09-05,2024-03-03,3791,8.24
HP008,B33188,2023-12-02,2025-05-25,3876,63.13
HP009,B86105,2023-03-06,2023-09-02,4229,48.67
HP001,B58682,2024-01-19,2024-07-17,1531,33.77
HP010,B81045,2023-08-13,2025-02-03,177,2.33
HP012,B95440,2024-05-18,2025-05-18,1787,38.39
HP002,B24674,2023-12-13,2025-12-12,4742,11.76
HP005,B32093,2023-03-23,2025-03-22,4201,3.02
HP009,B34614,2024-12-08,2025-12-08,3047,42.56
HP004,B24223,2025-06-18,2026-12-10,4686,34.83
HP005,B34928,2023-06-24,2025-06-23,4268,33.96
HP006,B49832,2023-09-22,2025-03-15,4131,9.96
HP007,B11360,2024-08-29,2025-08-29,3419,67.83
HP002,B11641,2023-03-19,2025-03-18,4954,40.98
HP007,B81551,2025-01-08,2027-01-08,1130,23.61
HP001,B46967,2023-05-09,2024-05-08,1628,20.36
HP004,B33290,2025-06-03,2026-06-03,4045,54.66
HP012,B74533,2024-10-19,2025-04-17,269,1.37
HP008,B74820,2024-07-22,2026-07-22,1229,40.26
HP003,B65645,2025-02-10,2026-02-10,207,12.04
HP002,B79390,2024-02-23,2025-02-22,736,9.25
HP003,B87197,2024-08-08,2025-08-08,1741,55.88
HP012,B58372,2024-03-20,2024-09-16,270,14.43
HP003,B65928,2023-06-23,2025-06-22,2387,29.13
HP006,B27364,2025-05-03,2027-05-03,3506,50.48
HP009,B76676,2023-12-04,2024-06-01,3045,4.71
HP007,B19230,2025-02-19,2026-08-13,4957,61.96
HP003,B78547,2025-02-23,2027-02-23,4660,45.44
HP004,B88797,2023-07-11,2025-07-10,3664,31.94
HP004,B59878,2024-01-21,2025-07-14,3582,47.05
HP003,B10113,2023-05-28,2025-05-27,589,43.7
HP004,B62130,2023-07-15,2025-01-05,3203,13.74
HP006,B83837,2025-05-23,2026-05-23,1332,64.41
HP009,B88972,2023-04-02,2023-09-29,515,34.97
HP009,B67088,2023-11-13,2024-11-12,2659,51.59
HP005,B49716,2023-02-14,2024-02-14,542,16.54
HP011,B77480,2025-05-20,2026-11-11,2434,39.48
HP008,B44562,2024-12-08,2026-12-08,2855,53.65
HP009,B68920,2024-05-17,2024-11-13,1552,11.91
HP011,B36942,2023-01-24,2024-01-24,4624,54.73
HP005,B18247,2023-11-16,2025-05-09,3860,64.12
HP005,B53580,2024-12-18,2025-12-18,2679,9.98
HP010,B33827,2025-02-08,2026-02-08,2409,19.48
HP006,B10288,2025-04-24,2026-04-24,1762,21.61
HP006,B31662,2025-01-08,2026-01-08,3702,56.11
HP006,B62647,2024-01-28,2026-01-27,3695,66.23
HP011,B89522,2023-04-29,2025-04-28,904,66.91
HP006,B99862,2023-01-24,2024-07-17,756,58.87
HP009,B14836,2023-05-03,2024-05-02,671,52.16
HP011,B58982,2024-06-08,2026-06-08,3497,23.93
HP012,B15985,2024-08-22,2025-02-18,1495,3.3
HP002,B44240,2024-04-24,2025-10-16,412,56.5
HP004,B42082,2025-03-03,2026-08-25,2941,43.71
HP001,B91669,2025-04-08,2026-04-08,1860,15.73
HP011,B62457,2024-08-31,2025-08-31,2963,60.2
HP009,B36519,2023-04-21,2023-10-18,3271,43.97
HP003,B27403,2024-11-20,2026-05-14,967,56.11
HP005,B65308,2024-05-01,2026-05-01,912,65.58
HP003,B81435,2025-02-07,2026-02-07,771,25.41
HP012,B55622,2024-05-15,2025-05-15,1127,26.88
HP004,B57810,2023-12-28,2024-12-27,2446,31.28
HP006,B42625,2024-03-25,2025-09-16,4933,62.2
HP010,B65871,2023-03-23,2025-03-22,3747,45.9
HP003,B52688,2024-08-31,2025-08-31,4757,56.94
HP010,B15002,2023-02-23,2024-08-16,464,9.53
HP004,B83412,2024-03-19,2025-09-10,2464,40.58
HP011,B38459,2024-03-10,2026-03-10,4707,57.34
HP012,B50732,2023-01-31,2024-01-31,901,67.08
HP010,B58608,2025-04-29,2026-10-21,2393,36.45
HP008,B26427,2024-12-01,2026-12-01,2669,46.89
HP003,B79313,2024-12-13,2026-12-13,2496,26.94
HP008,B54858,2024-08-27,2026-02-18,3050,41.14
HP010,B12119,2023-07-07,2024-12-28,1922,68.94
HP012,B27243,2024-04-09,2025-04-09,2716,44.97
HP003,B78415,2023-03-01,2025-02-28,933,58.29
HP003,B24913,2023-06-25,2025-06-24,1300,62.04
HP006,B87273,2024-06-17,2025-12-09,949,58.26
HP011,B80585,2024-02-17,2025-08-10,215,33.31
HP003,B91557,2025-02-02,2026-07-27,4027,23.79
HP003,B83243,2023-02-09,2024-02-09,1302,43.14
HP003,B52024,2023-08-17,2025-02-07,1871,69.15
HP007,B80913,2025-05-05,2026-05-05,4897,33.27
HP009,B35646,2025-05-10,2025-11-06,4301,47.77
HP004,B30785,2023-01-12,2025-01-11,2948,19.76
HP005,B23612,2025-01-19,2026-01-19,3074,44.67
HP003,B43791,2024-04-30,2025-04-30,1015,11.05
HP005,B59422,2025-04-06,2026-09-28,853,24.07
HP011,B36754,2024-12-15,2026-12-15,3781,22.33
HP002,B44728,2023-10-26,2024-10-25,1853,32.37
HP003,B36102,2024-04-16,2025-04-16,150,8.87
HP009,B59170,2024-06-24,2025-06-24,4515,9.65
HP002,B69422,2023-11-16,2025-11-15,4519,9.52
HP002,B10794,2023-12-21,2024-12-20,2029,66.24
HP003,B16695,2025-05-22,2026-11-13,1432,13.21
HP012,B44918,2023-11-24,2024-05-22,3811,16.7
HP007,B51341,2024-07-10,2026-07-10,3314,4.58
HP002,B74541,2023-01-31,2024-07-24,4049,32.33
HP010,B44377,2024-01-26,2025-01-25,1858,7.1
HP010,B19289,2024-01-24,2025-07-17,187,1.25
HP010,B84340,2023-09-11,2025-03-04,4453,45.8
HP008,B25790,2023-10-14,2024-10-13,3336,58.21
HP010,B78226,2024-02-19,2025-08-12,608,57.89
HP001,B84972,2025-02-13,2026-02-13,3270,62.6
HP005,B71325,2024-05-22,2025-11-13,2858,22.58
HP011,B29960,2025-04-27,2026-10-19,368,9.1
HP009,B57115,2024-11-05,2025-11-05,2767,10.08
HP012,B85858,2023-08-31,2024-08-30,2206,59.12
HP003,B68551,2024-01-02,2026-01-01,2190,5.79
HP009,B61062,2024-08-21,2025-08-21,1540,31.17
HP011,B39853,2025-05-24,2027-05-24,2981,1.81
HP004,B94158,2023-12-04,2024-12-03,3327,69.85
HP006,B46159,2024-01-19,2025-07-12,2664,33.65
HP005,B91677,2025-01-13,2026-07-07,2122,26.04
HP012,B92520,2023-06-10,2024-06-09,3594,17.23
HP002,B55901,2023-03-20,2024-09-10,4902,52.63
HP012,B94847,2024-02-14,2024-08-12,56,22.77
HP009,B53555,2023-01-21,2023-07-20,2603,6.76
HP010,B51282,2023-06-12,2024-06-11,3644,58.61
HP011,B78211,2023-07-17,2025-07-16,2142,6.42
HP010,B21093,2024-11-10,2025-11-10,746,26.32
HP003,B24330,2025-01-25,2026-07-19,3727,28.49
HP012,B40982,2024-09-18,2025-03-17,4048,23.45
HP004,B67804,2024-06-06,2026-06-06,3722,17.6
HP008,B24436,2023-08-05,2024-08-04,4688,55.97
HP009,B65501,2025-04-05,2026-04-05,3418,47.46
HP007,B23069,2024-09-26,2026-09-26,1256,50.75
HP004,B20781,2024-12-08,2026-06-01,4034,18.6
HP008,B39837,2023-11-03,2025-11-02,4387,19.89
HP012,B82515,2023-12-06,2024-06-03,3976,46.49
HP012,B84022,2023-04-05,2023-10-02,436,30.31
HP003,B42902,2025-04-16,2026-10-08,4532,44.81
HP009,B50672,2023-01-09,2023-07-08,2279,67.84
HP006,B31766,2024-07-11,2026-07-11,2799,18.41
HP011,B86893,2024-10-07,2025-10-07,4958,35.11
HP005,B47930,2025-01-05,2026-06-29,3337,13.23
HP004,B58100,2025-03-13,2027-03-13,1177,44.06
HP005,B50705,2024-06-16,2025-12-08,4871,14.84
HP008,B12430,2023-08-22,2025-08-21,805,15.38
HP004,B75192,2024-08-17,2026-02-08,1136,11.33
HP007,B58985,2024-05-04,2025-10-26,2531,44.43
HP001,B17694,2023-01-01,2023-06-30,733,52.94
HP002,B87020,2025-02-02,2027-02-02,4601,50.7
HP011,B36204,2025-01-24,2027-01-24,206,39.21
HP003,B40090,2024-04-20,2025-10-12,700,7.94
HP012,B27998,2023-05-15,2024-05-14,2907,60.05
HP007,B24600,2025-02-17,2027-02-17,4567,22.57
HP009,B69038,2024-12-19,2025-12-19,826,23.66
HP005,B97287,2024-05-25,2025-05-25,2835,3.59
HP012,B34109,2023-10-11,2024-10-10,2440,5.18
HP003,B45396,2025-02-02,2026-07-27,3664,57.85
HP003,B20184,2025-05-29,2026-05-29,133,4.69
HP004,B33256,2023-04-23,2024-10-14,4546,15.22
HP007,B42729,2025-06-11,2027-06-11,4578,26.5
HP011,B72445,2025-04-20,2027-04-20,2406,23.92
HP001,B35591,2023-07-03,2024-07-02,3506,48.75
HP001,B99449,2024-11-27,2025-05-26,667,65.83
HP002,B98607,2024-10-08,2026-10-08,4928,66.44
HP006,B83952,2023-05-05,2024-05-04,1273,12.75
HP005,B59825,2024-10-18,2026-10-18,1724,12.41
HP008,B27880,2024-09-27,2026-03-21,3026,27.9
HP011,B98740,2024-05-30,2026-05-30,4949,4.6
HP008,B83371,2025-05-02,2026-10-24,2401,59.97
HP009,B35922,2023-01-10,2023-07-09,740,58.49
HP011,B27047,2024-10-30,2025-10-30,4187,67.71
HP012,B36229,2023-06-30,2024-06-29,2014,40.96
HP010,B45339,2024-01-16,2026-01-15,4772,58.34
HP007,B60092,2025-02-12,2026-02-12,4913,42.29
HP007,B91999,2023-12-20,2024-12-19,862,56.72
HP007,B57096,2024-06-28,2025-06-28,3253,49.89
HP007,B35732,2024-11-01,2025-11-01,677,52.69
HP003,B43306,2023-08-25,2024-08-24,4604,34.07
HP002,B99004,2023-04-23,2024-04-22,4063,34.17
HP004,B44655,2025-05-11,2027-05-11,2984,50.93
HP010,B12267,2024-07-31,2026-01-22,4884,66.75
HP011,B58978,2024-06-09,2025-06-09,3877,7.8
HP003,B62866,2023-09-29,2024-09-28,4271,35.55
HP003,B41123,2023-04-17,2025-04-16,2484,64.13
HP006,B71646,2023-10-03,2024-10-02,4710,56.42
HP011,B46251,2023-05-14,2025-05-13,78,24.82
HP003,B25580,2024-03-04,2026-03-04,2575,65.48
HP008,B44403,2023-02-18,2024-02-18,760,18.42
HP012,B42834,2023-02-08,2024-02-08,4079,27.43
HP010,B88981,2023-06-15,2024-06-14,839,61.0
HP002,B58042,2025-04-10,2026-10-02,4731,24.58
HP004,B54968,2023-07-03,2025-07-02,2912,9.36
HP011,B52600,2023-04-04,2025-04-03,3947,4.63
HP007,B95488,2024-03-10,2026-03-10,4130,63.51
HP010,B35619,2023-05-31,2024-05-30,2472,63.28
HP009,B51972,2024-09-12,2025-09-12,2622,31.08
HP006,B30494,2024-01-18,2025-01-17,105,5.63
HP007,B81501,2023-06-27,2024-06-26,1325,24.17
HP012,B43967,2024-09-03,2025-03-02,1614,2.73
HP002,B38984,2023-07-18,2025-07-17,217,8.66
HP004,B70996,2025-03-18,2027-03-18,579,33.39
HP009,B92838,2023-03-17,2023-09-13,2921,12.57
HP008,B93549,2025-04-05,2026-09-27,2445,4.68
HP011,B41762,2025-03-11,2027-03-11,2562,3.89
HP010,B94768,2023-12-16,2024-12-15,687,47.47
HP008,B83089,2023-02-27,2024-08-20,4653,45.88
HP009,B86783,2024-11-02,2025-11-02,1242,9.0
HP010,B36958,2025-03-04,2026-08-26,3492,24.71
HP005,B57786,2023-03-10,2024-03-09,4583,56.24
HP002,B74716,2023-10-04,2024-10-03,2089,24.55
HP001,B91405,2024-10-29,2025-04-27,375,7.38
HP004,B83449,2023-09-17,2025-03-10,3181,67.11
HP003,B32130,2025-01-26,2026-01-26,2783,31.03
HP002,B31700,2025-02-21,2026-02-21,997,59.79
HP006,B29716,2024-01-20,2025-01-19,4186,55.02
HP003,B30596,2023-12-06,2025-12-05,2723,53.04
HP010,B44307,2024-10-18,2026-04-11,4767,52.63
HP010,B32483,2025-01-16,2027-01-16,3468,43.74
HP007,B26430,2024-01-15,2025-07-08,3740,58.53
HP012,B99799,2023-08-01,2024-07-31,4430,67.07
HP003,B63110,2024-09-10,2026-09-10,1055,31.43
HP004,B14739,2024-10-10,2026-10-10,544,57.36
HP008,B26141,2023-03-22,2024-09-12,3329,41.3
HP007,B95078,2023-12-18,2025-12-17,4516,17.89
HP011,B88260,2025-06-05,2027-06-05,2511,8.39
HP012,B99762,2025-06-13,2025-12-10,3748,36.41
HP011,B72492,2023-07-19,2025-07-18,3279,38.58
HP003,B80168,2025-03-29,2026-09-20,1385,8.61
HP003,B52243,2023-11-24,2025-11-23,3674,50.82
HP011,B39153,2025-01-29,2026-01-29,87,40.04
HP001,B40929,2024-10-26,2025-04-24,576,59.84
HP006,B76786,2024-01-13,2025-01-12,2731,34.01
HP003,B25584,2023-05-21,2024-11-11,3978,49.42
HP001,B10043,2024-09-30,2025-03-29,109,17.19
HP010,B88380,2024-01-07,2025-06-30,341,39.16
HP005,B67312,2025-05-27,2026-05-27,3958,13.17
HP003,B49171,2025-02-17,2027-02-17,4781,69.03
HP005,B44880,2024-12-23,2026-06-16,2953,66.74
HP012,B93064,2023-05-31,2023-11-27,1204,48.69
HP009,B48418,2024-01-01,2024-06-29,3549,10.21
HP011,B40908,2023-03-25,2025-03-24,2498,6.94
HP006,B73274,2023-04-27,2024-10-18,4928,37.25
HP012,B10877,2023-02-19,2024-02-19,1899,48.82
HP002,B63619,2025-06-07,2026-06-07,2690,33.88
HP010,B92744,2025-05-05,2026-05-05,2909,47.01
HP002,B77073,2025-04-15,2026-04-15,4529,28.95
HP008,B93364,2023-07-01,2024-06-30,4206,25.09
HP008,B12952,2024-10-27,2026-10-27,4749,40.62
HP012,B20149,2025-05-11,2026-05-11,2125,34.49
HP010,B66948,2024-02-12,2025-08-05,1109,4.6
HP002,B87747,2024-10-04,2025-10-04,2621,49.51
HP002,B28135,2023-07-25,2024-07-24,1557,54.27
HP009,B90765,2024-10-05,2025-04-03,1231,65.27
HP005,B50369,2024-11-21,2026-11-21,1758,25.35
HP006,B93279,2024-12-09,2026-06-02,4482,3.75
HP003,B65666,2023-09-22,2024-09-21,2197,68.27
HP008,B77645,2025-03-26,2026-09-17,1597,4.79
HP007,B47317,2025-05-27,2026-05-27,4567,47.94
HP010,B48163,2023-11-07,2025-04-30,2086,46.6
HP012,B67223,2023-01-17,2023-07-16,945,52.92
HP008,B69800,2024-08-07,2026-08-07,4751,49.41
HP005,B31178,2024-05-16,2025-05-16,1094,30.86
HP003,B33287,2024-02-09,2026-02-08,499,12.7
HP005,B99512,2024-05-27,2026-05-27,2292,34.18
HP009,B64764,2024-01-17,2024-07-15,1081,16.88
HP004,B45187,2023-12-03,2024-12-02,842,18.63
HP010,B82527,2024-10-12,2025-10-12,3651,49.01
HP010,B40409,2023-01-22,2025-01-21,2052,59.7
HP004,B68602,2023-11-14,2024-11-13,891,55.98
HP009,B10887,2024-01-02,2025-01-01,3618,51.69
HP005,B57691,2024-03-19,2025-03-19,3534,52.56
HP009,B22194,2023-05-31,2024-05-30,1974,32.65
HP005,B15667,2023-06-12,2025-06-11,4690,47.81
HP005,B38067,2023-08-11,2024-08-10,3376,49.86
HP012,B31377,2023-04-26,2024-04-25,2833,20.96
HP011,B74361,2025-05-29,2027-05-29,2529,23.17
HP003,B86092,2024-02-06,2025-07-30,4236,62.17
HP001,B55706,2023-06-28,2023-12-25,3730,43.18
HP009,B92715,2023-08-24,2024-02-20,3990,37.02
HP011,B26377,2024-03-11,2026-03-11,830,6.29
HP003,B32820,2023-10-31,2025-10-30,1968,40.68
HP008,B22322,2023-07-10,2025-07-09,2751,56.73
HP011,B57586,2024-07-18,2026-07-18,1770,35.8
HP003,B91187,2024-01-16,2025-01-15,300,22.39
HP009,B45068,2023-08-19,2024-02-15,800,47.03
HP002,B52274,2023-07-02,2025-07-01,3746,54.01
HP006,B62771,2024-08-03,2026-01-25,2661,16.91
HP001,B84218,2024-12-07,2025-06-05,77,43.82
HP009,B63968,2024-12-27,2025-12-27,1317,11.32
HP001,B17713,2024-07-26,2025-01-22,4270,45.98
HP012,B52392,2023-11-01,2024-04-29,412,1.96
HP010,B46876,2025-05-27,2027-05-27,1454,24.76
HP011,B93722,2023-07-31,2024-07-30,3039,57.96
HP006,B30446,2024-07-10,2026-01-01,1360,32.69
HP010,B95759,2024-05-31,2026-05-31,2056,44.66
HP008,B70410,2023-08-24,2024-08-23,2702,23.92
HP006,B25519,2024-11-24,2025-11-24,1196,54.62
HP003,B28229,2023-02-21,2024-02-21,4349,11.83
HP005,B15504,2023-01-16,2025-01-15,364,65.21
HP012,B45614,2023-01-26,2023-07-25,3179,23.85
HP010,B37324,2023-05-19,2025-05-18,1509,37.57
HP002,B66880,2025-02-05,2027-02-05,1606,7.93
HP010,B14354,2024-06-07,2026-06-07,1955,60.48
HP002,B76854,2023-05-16,2024-11-06,1781,13.57
HP011,B93510,2024-12-27,2026-12-27,4232,57.81
HP008,B38070,2024-01-21,2026-01-20,2540,27.9
HP009,B84319,2023-04-03,2024-04-02,2248,29.96
HP010,B41925,2023-01-22,2025-01-21,1003,22.73
HP002,B58298,2023-06-25,2024-12-16,1756,34.06
HP012,B97547,2024-04-21,2025-04-21,4148,7.17
HP003,B23334,2023-09-23,2025-09-22,1714,57.79
HP006,B42157,2024-10-30,2026-04-23,4352,31.75
HP004,B17827,2023-10-21,2025-10-20,4192,9.1
HP006,B69577,2023-06-08,2025-06-07,3415,67.41
HP003,B80139,2025-03-24,2026-03-24,1423,67.76
HP004,B69552,2023-06-06,2024-06-05,1694,40.43
HP010,B13927,2025-04-19,2026-04-19,1748,61.25
HP002,B52617,2024-09-09,2026-09-09,1475,3.6
HP012,B83318,2023-10-16,2024-10-15,2577,22.64
HP008,B12939,2024-10-06,2026-03-30,3622,15.87
HP011,B98978,2023-09-01,2025-08-31,391,60.04
HP006,B15072,2023-06-19,2025-06-18,806,69.31
HP009,B93506,2024-11-30,2025-05-29,3037,4.18
HP009,B88191,2023-11-04,2024-11-03,197,65.74
HP004,B16472,2025-01-28,2026-07-22,1902,68.9
HP001,B98109,2025-05-24,2025-11-20,838,32.25
HP003,B50421,2024-11-10,2026-05-04,4884,60.46
HP012,B53939,2023-02-28,2023-08-27,4573,31.41
HP008,B98199,2023-03-13,2025-03-12,2060,42.23
HP003,B71450,2024-12-04,2026-12-04,1652,47.85
HP010,B96501,2024-05-21,2025-11-12,4657,58.18
HP004,B35489,2024-03-06,2025-08-28,1307,47.58
HP010,B26844,2024-04-10,2025-10-02,2857,59.16
HP003,B64156,2023-07-16,2025-07-15,106,45.84
HP010,B91284,2025-03-23,2026-09-14,1059,33.15
HP006,B40627,2023-01-08,2024-01-08,4296,49.2
HP010,B79617,2025-05-31,2026-11-22,1268,24.01
HP006,B92379,2025-02-26,2027-02-26,4364,31.33
HP007,B25175,2023-09-02,2024-09-01,1949,63.17
HP003,B11482,2024-10-27,2025-10-27,1736,9.06
HP008,B19400,2023-05-11,2024-05-10,4424,34.06
HP002,B74791,2023-07-15,2024-07-14,4382,55.95
HP001,B34736,2023-06-27,2024-06-26,194,13.6
HP004,B22524,2023-11-05,2025-04-28,4283,39.84
HP011,B45961,2023-04-04,2024-09-25,3419,22.14
HP002,B39242,2023-12-27,2025-06-19,3486,65.91
HP007,B35554,2023-05-20,2024-11-10,1045,4.72
HP009,B34836,2024-04-07,2025-04-07,264,27.57
HP004,B47245,2025-02-21,2027-02-21,1308,60.07
HP004,B34865,2024-07-23,2026-01-14,1612,44.91
HP003,B90915,2023-05-18,2024-05-17,954,62.8
HP004,B37947,2023-11-06,2025-04-29,1437,10.93
HP009,B12932,2023-11-08,2024-11-07,3523,5.53
HP009,B58016,2024-01-24,2025-01-23,539,41.51
HP006,B90108,2023-05-01,2025-04-30,3572,33.78
HP010,B94364,2024-02-19,2025-08-12,2352,35.21
HP005,B49196,2023-10-18,2024-10-17,1865,57.67
HP002,B30595,2023-03-02,2025-03-01,2959,63.4
HP008,B90498,2024-09-08,2026-03-02,2373,68.75
HP006,B53728,2024-08-24,2026-02-15,1686,62.93
HP011,B78449,2023-09-20,2025-09-19,4139,28.11
HP010,B80035,2024-07-04,2025-12-26,4034,64.09
HP002,B21285,2024-05-16,2025-11-07,2441,29.26
HP007,B14925,2025-01-27,2026-01-27,3495,40.54
HP003,B47750,2024-10-22,2025-10-22,3727,7.43
HP007,B63969,2023-06-05,2025-06-04,196,5.47
HP008,B54963,2024-12-02,2025-12-02,3210,57.42
HP012,B45643,2023-01-23,2024-01-23,3402,53.35
