Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day),Days_Remaining,Stock_Cover_Days,Estimated_Sales,Estimated_Unsold_Quantity
HP008,B50571,2023-07-05,2024-07-04,754,37.94,0,19.873484449130206,0.0,754.0
HP005,B38896,2024-06-09,2025-06-09,634,55.71,0,11.380362591994256,0.0,634.0
HP011,B61139,2024-05-26,2026-05-26,1127,42.05,330,26.801426872770513,13876.499999999998,0.0
HP010,B61452,2023-06-11,2025-06-10,2377,34.87,0,68.16747920848867,0.0,2377.0
HP010,B36846,2024-05-10,2025-11-01,662,52.05,124,12.718539865513929,6454.2,0.0
HP011,B78104,2023-08-18,2025-08-17,1705,5.59,48,305.00894454382825,268.32,1436.68
HP012,B30119,2023-10-26,2024-04-23,997,26.98,0,36.953298739807266,0.0,997.0
HP002,B90864,2023-06-06,2025-06-05,3938,5.4,0,729.2592592592592,0.0,3938.0
HP012,B32523,2024-06-03,2025-06-03,3312,57.24,0,57.861635220125784,0.0,3312.0
HP003,B75157,2023-04-20,2025-04-19,1962,20.03,0,97.95307039440839,0.0,1962.0
HP007,B87869,2025-02-14,2026-02-14,887,58.05,229,15.279931093884583,13293.449999999999,0.0
HP009,B75855,2023-01-24,2023-07-23,4932,67.89,0,72.64692885550154,0.0,4932.0
HP011,B58734,2023-08-09,2024-08-08,4899,12.66,0,386.9668246445498,0.0,4899.0
HP003,B80468,2024-09-08,2026-09-08,3761,23.31,435,161.34706134706136,10139.849999999999,0.0
HP012,B41424,2023-06-28,2024-06-27,1885,38.55,0,48.89753566796369,0.0,1885.0
HP008,B31326,2023-08-26,2025-08-25,2874,3.67,56,783.1062670299727,205.51999999999998,2668.48
HP003,B90501,2024-11-04,2026-04-28,836,54.04,302,15.470022205773502,16320.08,0.0
HP004,B16942,2024-12-12,2026-06-05,3999,50.52,340,79.15676959619952,17176.8,0.0
HP003,B85465,2023-07-22,2025-07-21,3565,22.14,21,161.0207768744354,464.94,3100.06
HP011,B15072,2024-07-10,2026-01-01,4976,3.35,185,1485.3731343283582,619.75,4356.25
HP006,B35418,2025-02-15,2027-02-15,1832,51.37,595,35.66283823243138,30565.149999999998,0.0
HP006,B46580,2025-02-24,2026-02-24,3140,31.44,239,99.87277353689566,7514.16,0.0
HP003,B66191,2025-03-31,2027-03-31,2551,15.79,639,161.55794806839774,10089.81,0.0
HP003,B68415,2024-08-26,2026-08-26,2403,12.29,422,195.52481692432875,5186.379999999999,0.0
HP002,B66670,2025-06-15,2026-12-07,4306,14.45,525,297.9930795847751,7586.25,0.0
HP010,B62752,2023-01-21,2024-07-14,754,9.12,0,82.67543859649123,0.0,754.0
HP011,B72518,2025-04-29,2026-10-21,3454,11.47,478,301.13339145597206,5482.66,0.0
HP002,B15743,2025-04-19,2026-10-11,4005,22.69,468,176.50947553988541,10618.92,0.0
HP005,B67715,2024-06-03,2025-06-03,2858,58.01,0,49.26736769522496,0.0,2858.0
HP005,B50097,2025-02-10,2027-02-10,2667,5.47,590,487.5685557586838,3227.2999999999997,0.0
HP006,B60454,2023-05-27,2024-11-17,2235,65.82,0,33.956244302643576,0.0,2235.0
HP002,B50123,2024-09-20,2026-03-14,1717,45.41,257,37.81105483373707,11670.369999999999,0.0
HP005,B58657,2023-02-27,2024-08-20,4273,57.46,0,74.36477549599721,0.0,4273.0
HP005,B41257,2023-05-29,2025-05-28,1351,14.25,0,94.80701754385964,0.0,1351.0
HP009,B37628,2025-04-30,2025-10-27,3227,41.61,119,77.55347272290315,4951.59,0.0
HP002,B10003,2024-12-30,2026-12-30,2721,14.57,548,186.75360329444064,7984.360000000001,0.0
HP005,B85787,2023-04-14,2024-10-05,3932,24.25,0,162.1443298969072,0.0,3932.0
HP007,B76445,2024-06-08,2025-06-08,1238,2.16,0,573.1481481481482,0.0,1238.0
HP002,B92979,2024-05-23,2025-05-23,263,68.38,0,3.8461538461538463,0.0,263.0
HP001,B96830,2024-06-03,2024-11-30,468,36.54,0,12.807881773399014,0.0,468.0
HP011,B93102,2023-08-22,2025-08-21,4968,7.81,52,636.1075544174136,406.12,4561.88
HP001,B22281,2024-03-28,2025-03-28,3775,64.46,0,58.563450201675465,0.0,3775.0
HP005,B69241,2025-02-06,2027-02-06,3815,20.37,586,187.2852233676976,11936.82,0.0
HP004,B15203,2024-07-15,2026-01-06,1765,65.98,190,26.7505304637769,12536.2,0.0
HP002,B97984,2024-08-31,2026-08-31,4583,65.62,427,69.84151173422737,28019.74,0.0
HP009,B63650,2024-10-10,2025-10-10,4376,60.08,102,72.83621837549934,6128.16,0.0
HP002,B45050,2025-04-08,2026-04-08,3086,68.32,282,45.169789227166284,19266.239999999998,0.0
HP007,B82814,2023-11-11,2025-05-04,2676,62.8,0,42.611464968152866,0.0,2676.0
HP003,B70097,2023-01-08,2025-01-07,3656,4.18,0,874.6411483253589,0.0,3656.0
HP012,B49275,2023-01-06,2023-07-05,4267,58.09,0,73.45498364606644,0.0,4267.0
HP011,B12758,2024-05-28,2025-05-28,936,23.13,0,40.46692607003891,0.0,936.0
HP005,B72141,2024-10-15,2025-10-15,3946,13.8,107,285.94202898550725,1476.6000000000001,2469.3999999999996
HP008,B58475,2024-04-03,2025-04-03,2604,37.94,0,68.63468634686348,0.0,2604.0
HP004,B71588,2025-06-17,2027-06-17,1758,55.38,717,31.744312026002167,39707.46,0.0
HP002,B61936,2023-09-18,2025-09-17,3500,17.65,79,198.300283286119,1394.35,2105.65
HP004,B78434,2025-04-16,2026-04-16,2165,19.19,290,112.81917665450754,5565.1,0.0
HP006,B82171,2024-03-15,2025-09-06,1960,44.19,68,44.35392622765332,3004.92,0.0
HP005,B69132,2024-09-11,2026-09-11,3506,4.0,438,876.5,1752.0,1754.0
HP005,B43644,2024-04-23,2025-04-23,3335,34.81,0,95.80580293019247,0.0,3335.0
HP005,B15348,2023-11-01,2024-10-31,3181,51.89,0,61.30275582963962,0.0,3181.0
HP010,B86966,2023-12-23,2024-12-22,1508,7.61,0,198.1603153745072,0.0,1508.0
HP009,B66287,2025-03-09,2025-09-05,2557,17.79,67,143.73243395165824,1191.9299999999998,1365.0700000000002
HP011,B28267,2025-03-09,2026-08-31,3166,6.2,427,510.64516129032256,2647.4,518.5999999999999
HP009,B50494,2023-10-17,2024-10-16,1693,39.64,0,42.70938446014127,0.0,1693.0
HP006,B37940,2023-05-12,2024-05-11,4295,39.36,0,109.1209349593496,0.0,4295.0
HP001,B43391,2024-09-15,2025-03-14,971,25.04,0,38.777955271565496,0.0,971.0
HP006,B63215,2023-03-11,2025-03-10,3306,10.66,0,310.1313320825516,0.0,3306.0
HP010,B61877,2024-07-04,2025-07-04,3826,3.22,4,1188.198757763975,12.88,3813.12
HP007,B69013,2023-01-07,2025-01-06,388,55.13,0,7.037910393615091,0.0,388.0
HP012,B99456,2023-05-16,2023-11-12,2571,34.44,0,74.65156794425087,0.0,2571.0
HP002,B54485,2025-04-19,2026-10-11,2790,22.84,468,122.15411558669001,10689.12,0.0
HP001,B89910,2023-10-25,2024-04-22,914,51.44,0,17.76827371695179,0.0,914.0
HP008,B57089,2023-06-30,2025-06-29,752,47.49,0,15.834912613181721,0.0,752.0
HP004,B96133,2024-06-03,2026-06-03,4216,39.45,338,106.86945500633713,13334.1,0.0
HP001,B61583,2023-12-21,2024-06-18,587,18.66,0,31.457663451232584,0.0,587.0
HP003,B80710,2023-05-02,2025-05-01,2319,32.97,0,70.33666969972703,0.0,2319.0
HP006,B17170,2025-03-09,2026-08-31,4606,60.47,427,76.17000165371259,25820.69,0.0
HP003,B57660,2025-01-29,2026-07-23,360,40.01,388,8.99775056235941,15523.88,0.0
HP002,B66831,2025-01-01,2026-01-01,2604,43.37,185,60.041503343324884,8023.45,0.0
HP001,B70873,2023-02-27,2023-08-26,1585,2.02,0,784.6534653465346,0.0,1585.0
HP001,B37761,2023-03-29,2023-09-25,3277,66.56,0,49.23377403846154,0.0,3277.0
HP011,B90003,2023-10-23,2025-04-15,2244,26.31,0,85.29076396807298,0.0,2244.0
HP001,B70971,2025-03-31,2025-09-27,2766,19.11,89,144.74097331240188,1700.79,1065.21
HP006,B65823,2023-11-13,2025-05-06,3609,21.46,0,168.17334575955266,0.0,3609.0
HP004,B50375,2024-08-15,2025-08-15,4543,39.53,46,114.92537313432835,1818.38,2724.62
HP009,B12399,2023-05-03,2024-05-02,2148,69.6,0,30.862068965517246,0.0,2148.0
HP002,B99269,2023-02-24,2024-02-24,1358,55.12,0,24.637155297532658,0.0,1358.0
HP006,B45588,2024-12-19,2025-12-19,1239,34.5,172,35.91304347826087,5934.0,0.0
HP001,B69035,2023-09-12,2024-03-10,2982,35.87,0,83.1335377752997,0.0,2982.0
HP006,B83326,2024-07-21,2026-07-21,1524,65.39,386,23.30631595045114,25240.54,0.0
HP008,B37340,2023-08-23,2024-08-22,3484,64.85,0,53.72397841171936,0.0,3484.0
HP003,B26633,2024-09-19,2025-09-19,2624,67.55,81,38.845299777942266,5471.55,0.0
HP008,B37311,2024-06-20,2025-12-12,1301,65.77,165,19.781055192336932,10852.05,0.0
HP007,B69365,2024-12-03,2025-12-03,3572,6.13,156,582.7079934747145,956.28,2615.7200000000003
HP006,B55817,2025-01-26,2027-01-26,222,13.97,575,15.891195418754473,8032.75,0.0
HP009,B72813,2023-01-16,2023-07-15,1977,32.66,0,60.532761788120034,0.0,1977.0
HP002,B70146,2024-08-19,2025-08-19,1435,13.69,50,104.82103725346968,684.5,750.5
HP007,B96702,2023-08-19,2025-02-09,2962,26.21,0,113.01030141167493,0.0,2962.0
HP009,B26222,2023-04-15,2024-04-14,563,67.29,0,8.366770694010997,0.0,563.0
HP010,B12465,2023-01-28,2024-01-28,2551,64.41,0,39.605651296382554,0.0,2551.0
HP007,B44686,2023-08-14,2024-08-13,4817,29.78,0,161.75285426460712,0.0,4817.0
HP009,B94753,2025-05-08,2026-05-08,4198,46.47,312,90.3378523778782,14498.64,0.0
HP010,B39246,2024-10-11,2025-10-11,3315,65.13,103,50.898203592814376,6708.389999999999,0.0
HP005,B87997,2023-01-09,2024-07-02,3004,38.53,0,77.96522190500909,0.0,3004.0
HP011,B22002,2024-11-25,2026-05-19,1923,8.85,323,217.28813559322035,2858.5499999999997,0.0
HP007,B49274,2023-01-08,2024-07-01,3670,7.0,0,524.2857142857143,0.0,3670.0
HP004,B50417,2023-04-05,2024-04-04,620,48.28,0,12.84175642087821,0.0,620.0
HP007,B79774,2023-06-21,2024-12-12,4820,32.36,0,148.94932014833128,0.0,4820.0
HP003,B63780,2024-08-20,2026-08-20,715,68.47,416,10.44252957499635,28483.52,0.0
HP001,B61335,2024-11-22,2025-11-22,4345,61.52,145,70.62743823146944,8920.4,0.0
HP009,B28804,2025-01-01,2025-06-30,2234,22.8,0,97.98245614035088,0.0,2234.0
HP011,B58773,2025-04-16,2027-04-16,4590,24.95,655,183.9679358717435,16342.25,0.0
HP007,B79775,2024-04-05,2025-09-27,4709,6.47,89,727.8207109737249,575.8299999999999,4133.17
HP001,B54969,2023-10-13,2024-10-12,143,28.79,0,4.967002431399791,0.0,143.0
HP005,B68580,2025-02-25,2026-02-25,2213,59.63,240,37.112191849740064,14311.2,0.0
HP005,B39405,2023-01-14,2025-01-13,4291,13.99,0,306.71908506075766,0.0,4291.0
HP011,B54707,2023-05-14,2024-05-13,153,68.16,0,2.244718309859155,0.0,153.0
HP004,B95072,2023-03-09,2024-03-08,1824,21.4,0,85.23364485981308,0.0,1824.0
HP003,B24605,2023-12-19,2025-12-18,2187,24.26,171,90.14839241549876,4148.46,0.0
HP010,B24481,2024-07-18,2025-07-18,605,53.36,18,11.33808095952024,960.48,0.0
HP006,B70952,2023-06-20,2024-12-11,1656,51.74,0,32.00618477000386,0.0,1656.0
HP012,B27882,2025-06-03,2026-06-03,3885,49.28,338,78.83522727272727,16656.64,0.0
HP003,B77878,2023-11-16,2025-11-15,3932,40.33,138,97.4956607984131,5565.54,0.0
HP010,B53818,2025-02-12,2027-02-12,293,37.28,592,7.859442060085836,22069.760000000002,0.0
HP008,B86458,2023-02-28,2025-02-27,4030,7.04,0,572.4431818181819,0.0,4030.0
HP010,B20457,2023-10-29,2025-04-21,2607,8.04,0,324.2537313432836,0.0,2607.0
HP006,B68990,2024-01-12,2025-01-11,3743,38.13,0,98.16417519013899,0.0,3743.0
HP009,B20712,2023-09-26,2024-09-25,2656,28.77,0,92.31838720889816,0.0,2656.0
HP011,B71184,2023-07-12,2025-01-02,942,63.69,0,14.790390956194065,0.0,942.0
HP006,B90635,2023-10-11,2024-10-10,201,2.01,0,100.00000000000001,0.0,201.0
HP012,B92798,2023-09-25,2024-09-24,3711,6.58,0,563.9817629179331,0.0,3711.0
HP012,B56895,2025-01-01,2025-06-30,3576,25.73,0,138.98173338515352,0.0,3576.0
HP007,B59597,2023-04-07,2025-04-06,3688,35.58,0,103.65373805508713,0.0,3688.0
HP005,B18591,2024-11-07,2026-05-01,4946,8.18,305,604.6454767726161,2494.9,2451.1
HP009,B93894,2023-03-10,2024-03-09,3295,51.76,0,63.65919629057187,0.0,3295.0
HP007,B48103,2024-07-14,2026-01-05,3247,39.44,189,82.32758620689656,7454.16,0.0
HP001,B92608,2025-06-01,2026-06-01,2922,3.03,336,964.3564356435644,1018.0799999999999,1903.92
HP010,B35084,2025-05-12,2026-05-12,3145,57.44,316,54.75278551532033,18151.04,0.0
HP012,B77664,2023-09-14,2024-03-12,4396,26.52,0,165.76168929110105,0.0,4396.0
HP010,B60695,2024-04-03,2025-09-25,1145,16.37,87,69.94502138057422,1424.19,0.0
HP012,B81319,2024-04-05,2024-10-02,3965,65.12,0,60.88759213759214,0.0,3965.0
HP007,B69654,2023-05-29,2024-05-28,1313,30.34,0,43.27620303230059,0.0,1313.0
HP004,B91287,2024-01-23,2026-01-22,1745,51.63,206,33.79817935308929,10635.78,0.0
HP004,B79851,2023-03-14,2025-03-13,3713,4.83,0,768.7370600414079,0.0,3713.0
HP007,B86813,2025-03-25,2026-03-25,413,26.96,268,15.318991097922849,7225.280000000001,0.0
HP002,B71280,2023-12-27,2025-06-19,3620,49.12,0,73.6970684039088,0.0,3620.0
HP007,B45953,2025-05-26,2027-05-26,4173,21.98,695,189.85441310282073,15276.1,0.0
HP004,B14845,2023-01-02,2024-06-25,3339,3.58,0,932.68156424581,0.0,3339.0
HP003,B98248,2024-10-12,2026-04-05,895,9.77,279,91.60696008188332,2725.83,0.0
HP001,B64716,2024-09-14,2025-09-14,2953,27.44,76,107.61661807580174,2085.44,867.56
HP011,B21057,2025-03-23,2026-03-23,3680,25.15,266,146.3220675944334,6689.9,0.0
HP003,B98596,2024-08-14,2026-08-14,3588,47.4,410,75.69620253164557,19434.0,0.0
HP012,B37605,2024-01-26,2025-01-25,1361,60.12,0,22.638057218895543,0.0,1361.0
HP002,B33332,2025-02-22,2027-02-22,3639,20.78,602,175.12030798845043,12509.560000000001,0.0
HP006,B16318,2023-06-06,2025-06-05,1503,65.78,0,22.84889024019459,0.0,1503.0
HP007,B33278,2024-04-22,2026-04-22,2570,31.57,296,81.4063984795692,9344.72,0.0
HP002,B69732,2024-05-03,2026-05-03,305,56.89,307,5.361223413605203,17465.23,0.0
HP001,B86240,2024-05-25,2024-11-21,2032,36.35,0,55.9009628610729,0.0,2032.0
HP004,B79940,2024-07-17,2026-01-08,3983,58.71,192,67.84193493442343,11272.32,0.0
HP003,B36732,2024-11-05,2026-11-05,2786,52.79,493,52.7751468081076,26025.47,0.0
HP009,B39176,2025-06-07,2025-12-04,4233,67.93,157,62.31414691594288,10665.01,0.0
HP002,B11312,2024-08-18,2026-02-09,3539,32.9,224,107.56838905775076,7369.599999999999,0.0
HP002,B65023,2023-10-09,2025-10-08,4251,1.9,100,2237.3684210526317,190.0,4061.0
HP008,B88906,2023-10-10,2024-10-09,4714,1.0,0,4714.0,0.0,4714.0
HP010,B84678,2024-05-27,2026-05-27,1563,44.97,331,34.75650433622415,14885.07,0.0
HP001,B70210,2024-05-29,2025-05-29,4622,2.14,0,2159.813084112149,0.0,4622.0
HP008,B87097,2024-11-23,2026-11-23,4126,24.18,511,170.6368899917287,12355.98,0.0
HP002,B29926,2024-07-30,2026-07-30,58,39.24,395,1.4780835881753311,15499.800000000001,0.0
HP011,B10112,2024-03-05,2025-08-27,4705,2.73,58,1723.4432234432234,158.34,4546.66
HP004,B36688,2023-04-30,2024-04-29,1756,39.5,0,44.45569620253165,0.0,1756.0
HP012,B81850,2025-06-06,2025-12-03,2178,45.18,156,48.20717131474104,7048.08,0.0
HP003,B97011,2024-11-22,2026-05-16,3495,38.05,320,91.85282522996059,12176.0,0.0
HP001,B42689,2024-10-30,2025-04-28,2393,61.29,0,39.043889704682655,0.0,2393.0
HP007,B15460,2023-12-16,2025-06-08,4461,58.34,0,76.46554679465204,0.0,4461.0
HP004,B39210,2023-03-03,2025-03-02,1607,29.06,0,55.29938059187887,0.0,1607.0
HP006,B72095,2024-02-27,2026-02-26,919,63.06,241,14.573422137646686,15197.460000000001,0.0
HP003,B18304,2024-09-18,2026-03-12,4002,28.01,255,142.87754373438057,7142.55,0.0
HP007,B39871,2023-11-14,2025-11-13,4501,11.07,136,406.5943992773261,1505.52,2995.48
HP008,B96843,2025-01-15,2026-07-09,1615,1.13,374,1429.203539823009,422.61999999999995,1192.38
HP007,B20704,2024-03-30,2025-09-21,3013,3.31,83,910.2719033232628,274.73,2738.27
HP011,B31533,2023-11-12,2025-05-05,685,66.05,0,10.37093111279334,0.0,685.0
HP009,B13508,2024-12-08,2025-12-08,2321,33.51,161,69.26290659504626,5395.11,0.0
HP002,B23620,2024-09-06,2025-09-06,4928,50.43,68,97.71961134245488,3429.24,1498.7600000000002
HP001,B72832,2023-05-25,2023-11-21,227,69.25,0,3.2779783393501805,0.0,227.0
HP005,B77691,2024-08-10,2025-08-10,308,39.58,41,7.781707933299646,1622.78,0.0
HP012,B72919,2023-08-03,2024-01-30,3869,60.57,0,63.87650652138022,0.0,3869.0
HP011,B94768,2024-10-17,2026-10-17,4502,13.78,474,326.70537010159654,6531.719999999999,0.0
HP006,B77745,2024-12-31,2026-06-24,998,20.34,359,49.06588003933137,7302.06,0.0
HP009,B13461,2023-02-11,2024-02-11,3871,15.39,0,251.52696556205328,0.0,3871.0
HP011,B35156,2023-01-25,2024-01-25,3889,34.0,0,114.38235294117646,0.0,3889.0
HP003,B48350,2024-11-07,2026-11-07,2683,9.4,495,285.4255319148936,4653.0,0.0
HP002,B20621,2024-10-30,2025-10-30,4656,36.14,122,128.83231876037632,4409.08,246.92000000000007
HP012,B72002,2023-11-30,2024-11-29,4539,43.01,0,105.53359683794467,0.0,4539.0
HP001,B25263,2024-12-04,2025-12-04,2950,26.72,157,110.40419161676647,4195.04,0.0
HP011,B33977,2024-02-01,2025-01-31,1323,16.19,0,81.7171093267449,0.0,1323.0
HP010,B67303,2025-04-29,2027-04-29,1447,54.91,668,26.352212711710074,36679.88,0.0
HP009,B63263,2024-09-16,2025-03-15,4636,20.23,0,229.1646070192783,0.0,4636.0
HP005,B11601,2024-04-30,2025-04-30,1419,40.98,0,34.626647144948755,0.0,1419.0
HP004,B89582,2025-02-17,2027-02-17,4119,55.86,597,73.73791621911923,33348.42,0.0
HP006,B22802,2023-02-02,2024-02-02,1916,40.11,0,47.768636250311644,0.0,1916.0
HP009,B34473,2025-04-26,2025-10-23,2118,19.05,115,111.18110236220473,2190.75,0.0
HP001,B58747,2023-01-01,2024-01-01,2186,33.32,0,65.6062424969988,0.0,2186.0
HP008,B58001,2023-09-01,2024-08-31,2477,66.26,0,37.38303652278901,0.0,2477.0
HP007,B57293,2024-06-04,2025-11-26,858,62.69,149,13.686393364172915,9340.81,0.0
HP012,B12348,2025-04-24,2026-04-24,3917,4.8,298,816.0416666666667,1430.3999999999999,2486.6000000000004
HP005,B88143,2023-11-17,2025-11-16,3184,36.6,139,86.99453551912568,5087.400000000001,0.0
HP009,B75507,2025-05-01,2025-10-28,1077,13.49,120,79.8369162342476,1618.8,0.0
HP005,B74687,2023-12-01,2025-05-24,3581,53.42,0,67.03481842006738,0.0,3581.0
HP002,B26718,2024-04-29,2025-04-29,3879,69.81,0,55.56510528577567,0.0,3879.0
HP012,B21129,2023-10-04,2024-04-01,3673,25.31,0,145.1205057289609,0.0,3673.0
HP012,B60627,2023-03-16,2023-09-12,2311,58.67,0,39.38980739730697,0.0,2311.0
HP002,B72211,2023-03-17,2025-03-16,988,15.13,0,65.30072703238598,0.0,988.0
HP004,B64301,2023-03-03,2025-03-02,2044,42.67,0,47.90250761659245,0.0,2044.0
HP003,B14720,2023-05-07,2025-05-06,4902,17.43,0,281.23924268502583,0.0,4902.0
HP008,B45833,2024-03-17,2025-03-17,681,33.0,0,20.636363636363637,0.0,681.0
HP010,B45478,2025-01-21,2027-01-21,1928,39.93,570,48.28449787127473,22760.1,0.0
HP006,B31827,2023-08-20,2024-08-19,2618,6.4,0,409.0625,0.0,2618.0
HP001,B57959,2025-02-19,2025-08-18,2435,32.85,49,74.1248097412481,1609.65,825.3499999999999
HP001,B46450,2023-05-10,2024-05-09,3200,8.95,0,357.54189944134083,0.0,3200.0
HP009,B88339,2025-03-09,2026-03-09,4486,59.28,252,75.67476383265857,14938.56,0.0
HP011,B69844,2023-12-25,2024-12-24,299,63.72,0,4.692404268675455,0.0,299.0
HP003,B43169,2025-01-17,2026-07-11,884,34.75,376,25.43884892086331,13066.0,0.0
HP005,B27488,2023-09-30,2025-09-29,4086,27.34,91,149.45135332845646,2487.94,1598.06
HP011,B64291,2023-07-30,2025-01-20,3950,25.27,0,156.3118322121092,0.0,3950.0
HP007,B15899,2023-04-10,2024-10-01,4913,37.5,0,131.01333333333332,0.0,4913.0
HP011,B96315,2025-03-13,2026-03-13,4772,39.21,256,121.70364702881918,10037.76,0.0
HP012,B69547,2023-11-23,2024-11-22,1095,17.4,0,62.931034482758626,0.0,1095.0
HP011,B28088,2024-05-07,2025-05-07,2807,20.47,0,137.1275036638984,0.0,2807.0
HP004,B17901,2023-10-27,2025-10-26,4761,28.17,118,169.00958466453673,3324.0600000000004,1436.9399999999996
HP002,B23637,2023-02-14,2024-02-14,4755,51.15,0,92.96187683284458,0.0,4755.0
HP002,B21691,2024-04-24,2025-10-16,3565,61.52,108,57.94863459037711,6644.160000000001,0.0
HP012,B31380,2023-05-21,2023-11-17,2297,66.81,0,34.38108067654542,0.0,2297.0
HP011,B79927,2024-12-31,2025-12-31,4931,35.08,184,140.56442417331814,6454.719999999999,0.0
HP004,B99601,2023-08-17,2024-08-16,2841,69.05,0,41.14409847936278,0.0,2841.0
HP003,B13510,2023-11-09,2025-05-02,1762,62.67,0,28.115525769905855,0.0,1762.0
HP011,B62406,2024-09-19,2026-09-19,898,7.81,446,114.9807938540333,3483.2599999999998,0.0
HP011,B91291,2025-05-15,2026-05-15,474,18.48,319,25.649350649350648,5895.12,0.0
HP001,B63624,2024-09-20,2025-03-19,1964,63.76,0,30.803011292346298,0.0,1964.0
HP008,B41654,2024-06-12,2025-12-04,1292,62.34,157,20.725056143727944,9787.380000000001,0.0
HP001,B37617,2024-02-07,2025-02-06,4312,67.33,0,64.04277439477202,0.0,4312.0
HP012,B41358,2024-10-09,2025-04-07,1901,41.31,0,46.01791333817477,0.0,1901.0
HP005,B94698,2024-08-28,2026-08-28,1815,46.66,424,38.89841405915131,19783.84,0.0
HP005,B51407,2024-03-21,2025-03-21,4152,29.92,0,138.7700534759358,0.0,4152.0
HP012,B53131,2024-03-26,2025-03-26,2522,15.59,0,161.77036561898652,0.0,2522.0
HP008,B87912,2023-09-05,2024-09-04,4684,28.16,0,166.33522727272728,0.0,4684.0
HP007,B62693,2024-05-07,2025-10-29,1084,19.51,121,55.561250640697075,2360.71,0.0
HP002,B47450,2023-05-14,2025-05-13,4884,56.19,0,86.91938067271757,0.0,4884.0
HP010,B72780,2024-03-11,2025-03-11,2228,6.97,0,319.6556671449068,0.0,2228.0
HP004,B17185,2024-05-05,2026-05-05,2494,27.12,309,91.96165191740413,8380.08,0.0
HP004,B74468,2024-04-17,2025-04-17,936,42.69,0,21.9255094869993,0.0,936.0
HP010,B69778,2024-07-15,2025-07-15,828,20.13,15,41.13263785394933,301.95,526.05
HP009,B99469,2024-03-28,2024-09-24,849,9.88,0,85.93117408906882,0.0,849.0
HP003,B87690,2024-02-19,2026-02-18,1578,58.96,233,26.76390773405699,13737.68,0.0
HP003,B46604,2024-05-27,2026-05-27,1776,23.97,331,74.09261576971214,7934.07,0.0
HP002,B53316,2023-11-04,2025-11-03,498,53.91,126,9.237618252643294,6792.66,0.0
HP003,B36847,2024-08-06,2025-08-06,1695,34.47,37,49.17319408181027,1275.3899999999999,419.6100000000001
HP012,B53005,2023-04-29,2024-04-28,1195,32.99,0,36.223097908457106,0.0,1195.0
HP004,B79215,2024-11-01,2025-11-01,1666,49.78,124,33.46725592607473,6172.72,0.0
HP002,B59290,2024-02-22,2025-08-15,894,46.96,46,19.03747870528109,2160.16,0.0
HP002,B46832,2023-01-23,2024-07-16,4682,27.27,0,171.6905023835717,0.0,4682.0
HP004,B57799,2023-08-21,2025-08-20,3003,36.13,51,83.11652366454469,1842.63,1160.37
HP008,B64058,2023-04-19,2024-04-18,2744,63.03,0,43.534824686657146,0.0,2744.0
HP010,B20519,2023-04-20,2025-04-19,2383,68.9,0,34.58635703918723,0.0,2383.0
HP007,B20001,2025-03-07,2026-03-07,2931,13.36,250,219.38622754491018,3340.0,0.0
HP008,B30638,2024-04-24,2025-04-24,2951,45.18,0,65.31651173085436,0.0,2951.0
HP003,B22548,2023-12-03,2025-12-02,2469,21.83,155,113.1012368300504,3383.6499999999996,0.0
HP012,B89510,2023-07-12,2024-01-08,4046,22.76,0,177.76801405975394,0.0,4046.0
HP008,B19207,2025-06-19,2027-06-19,1662,41.41,719,40.13523303549867,29773.789999999997,0.0
HP011,B85087,2023-11-23,2025-05-16,4043,6.23,0,648.9566613162118,0.0,4043.0
HP010,B61217,2024-09-04,2025-09-04,2434,19.8,66,122.92929292929293,1306.8,1127.2
HP002,B18399,2025-01-03,2027-01-03,3125,68.48,552,45.63376168224299,37800.96,0.0
HP002,B94602,2023-01-15,2025-01-14,1060,19.01,0,55.76012624934245,0.0,1060.0
HP010,B70432,2023-01-12,2025-01-11,2389,5.65,0,422.8318584070796,0.0,2389.0
HP009,B97781,2023-05-13,2024-05-12,896,54.99,0,16.29387161302055,0.0,896.0
HP001,B80361,2024-06-25,2025-06-25,2396,58.14,0,41.210870313037496,0.0,2396.0
HP001,B57657,2023-04-15,2024-04-14,713,51.92,0,13.7326656394453,0.0,713.0
HP004,B72035,2025-05-01,2026-10-23,1051,24.89,480,42.22579349136199,11947.2,0.0
HP010,B73153,2025-01-15,2026-07-09,4679,40.56,374,115.35996055226823,15169.44,0.0
HP009,B10922,2023-08-17,2024-02-13,4181,64.19,0,65.13475619255335,0.0,4181.0
HP005,B43055,2024-01-20,2025-07-13,1755,16.07,13,109.20970752955819,208.91,1546.09
HP007,B81738,2023-08-06,2024-08-05,4427,2.76,0,1603.985507246377,0.0,4427.0
HP002,B37782,2024-09-30,2026-03-24,977,34.09,267,28.659430918157813,9102.03,0.0
HP003,B20991,2024-06-01,2025-11-23,781,62.18,146,12.560308780958508,9078.28,0.0
HP001,B84753,2023-09-27,2024-03-25,675,1.92,0,351.5625,0.0,675.0
HP010,B36166,2023-03-10,2025-03-09,565,22.39,0,25.23447967842787,0.0,565.0
HP003,B82864,2023-12-03,2025-12-02,1004,3.32,155,302.4096385542169,514.6,489.4
HP007,B20296,2025-04-02,2026-09-24,3990,60.52,451,65.92861863846662,27294.52,0.0
HP001,B73705,2024-01-11,2025-01-10,4012,55.72,0,72.00287150035894,0.0,4012.0
